module	owner	kind	name	signature
core	quasiquotes.construct	class	PlaceholderSource	PlaceholderSource[+T](source: String, holes: Vector[T])
core	quasiquotes.construct	class	QuasiTypeSplice	QuasiTypeSplice
core	quasiquotes.construct	object	PlaceholderSource	PlaceholderSource
core	quasiquotes.construct	object	QuasiTypeSplices	QuasiTypeSplices
core	quasiquotes.construct	object	QuasiquoteError	QuasiquoteError
core	quasiquotes.construct	trait	QuasiquoteError	QuasiquoteError
core	quasiquotes.construct.PlaceholderSource	def	synthesize	synthesize[T](parts: Seq[String], holes: Seq[T]): Either[QuasiquoteError, PlaceholderSource[T]]
core	quasiquotes.construct.QuasiTypeSplices	def	typeSplice	typeSplice(constructedType: ConstructedType): QuasiTypeSplice
core	quasiquotes.construct.QuasiquoteError	class	HoleCountMismatch	HoleCountMismatch(expected: Int, actual: Int) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	InvalidConstructorName	InvalidConstructorName(name: String, detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	InvalidPlaceholderName	InvalidPlaceholderName(name: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	MissingPlaceholder	MissingPlaceholder(index: Int) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	ParseFailure	ParseFailure(parseError: ParseError) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	PlaceholderCategoryMismatch	PlaceholderCategoryMismatch(name: String, actual: PlaceholderCategory, position: PlaceholderPosition) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	TypeSpliceLoweringFailure	TypeSpliceLoweringFailure(detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnknownPlaceholder	UnknownPlaceholder(name: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnresolvedConstructor	UnresolvedConstructor(name: String, detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnresolvedIdentifier	UnresolvedIdentifier(name: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnsupportedApplication	UnsupportedApplication(detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnsupportedConstructorApplication	UnsupportedConstructorApplication(name: String, detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnsupportedLiteral	UnsupportedLiteral(detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnsupportedPlaceholderPosition	UnsupportedPlaceholderPosition(name: String, actual: PlaceholderCategory, position: PlaceholderPosition) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnsupportedSelection	UnsupportedSelection(qualifierType: String, name: String, detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	class	UnsupportedTree	UnsupportedTree(nodeKind: String, detail: String) extends QuasiquoteError
core	quasiquotes.construct.QuasiquoteError	def	message	message: String
core	quasiquotes.construct.QuasiquoteError	given	derived$CanEqual	derived$CanEqual: CanEqual[QuasiquoteError, QuasiquoteError]
core	quasiquotes.construct.QuasiquoteError.HoleCountMismatch	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.InvalidConstructorName	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.InvalidPlaceholderName	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.MissingPlaceholder	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.ParseFailure	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.PlaceholderCategoryMismatch	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.TypeSpliceLoweringFailure	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnknownPlaceholder	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnresolvedConstructor	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnresolvedIdentifier	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnsupportedApplication	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnsupportedConstructorApplication	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnsupportedLiteral	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnsupportedPlaceholderPosition	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnsupportedSelection	def	message	message: String
core	quasiquotes.construct.QuasiquoteError.UnsupportedTree	def	message	message: String
core	quasiquotes.matching	class	MappedPatternSource	MappedPatternSource(patternSource: PatternSource, originMap: GeneratedSourceMap, occurrences: Vector[HoleOccurrence])
core	quasiquotes.matching	class	MatchResult	MatchResult[T](bindings: Map[String, T])
core	quasiquotes.matching	class	PatternSource	PatternSource(source: String, holes: Vector[String])
core	quasiquotes.matching	object	MatchFailure	MatchFailure
core	quasiquotes.matching	object	PatternError	PatternError
core	quasiquotes.matching	object	PatternSource	PatternSource
core	quasiquotes.matching	object	TermPattern	TermPattern
core	quasiquotes.matching	trait	MatchFailure	MatchFailure
core	quasiquotes.matching	trait	PatternError	PatternError
core	quasiquotes.matching	trait	TermPattern	TermPattern
core	quasiquotes.matching.MappedPatternSource	val	generatedHoleIndex	generatedHoleIndex: GeneratedHoleIndex
core	quasiquotes.matching.MatchFailure	class	RepeatedHoleMismatch	RepeatedHoleMismatch(name: String, previous: String, current: String) extends MatchFailure
core	quasiquotes.matching.MatchFailure	class	ShapeMismatch	ShapeMismatch(expected: String, actual: String) extends MatchFailure
core	quasiquotes.matching.MatchFailure	class	UnsupportedTargetShape	UnsupportedTargetShape(detail: String) extends MatchFailure
core	quasiquotes.matching.MatchFailure	def	message	message: String
core	quasiquotes.matching.MatchFailure	given	derived$CanEqual	derived$CanEqual: CanEqual[MatchFailure, MatchFailure]
core	quasiquotes.matching.MatchFailure.RepeatedHoleMismatch	def	message	message: String
core	quasiquotes.matching.MatchFailure.ShapeMismatch	def	message	message: String
core	quasiquotes.matching.MatchFailure.UnsupportedTargetShape	def	message	message: String
core	quasiquotes.matching.MatchResult	def	binding	binding(name: String): Option[T]
core	quasiquotes.matching.PatternError	class	InvalidHoleName	InvalidHoleName(name: String) extends PatternError
core	quasiquotes.matching.PatternError	class	NoHolesInInterpolator	NoHolesInInterpolator() extends PatternError
core	quasiquotes.matching.PatternError	class	ParseFailure	ParseFailure(parseError: ParseError) extends PatternError
core	quasiquotes.matching.PatternError	class	UnsupportedPatternShape	UnsupportedPatternShape(nodeKind: String, detail: String) extends PatternError
core	quasiquotes.matching.PatternError	def	message	message: String
core	quasiquotes.matching.PatternError	given	derived$CanEqual	derived$CanEqual: CanEqual[PatternError, PatternError]
core	quasiquotes.matching.PatternError.InvalidHoleName	def	message	message: String
core	quasiquotes.matching.PatternError.NoHolesInInterpolator	def	message	message: String
core	quasiquotes.matching.PatternError.ParseFailure	def	message	message: String
core	quasiquotes.matching.PatternError.UnsupportedPatternShape	def	message	message: String
core	quasiquotes.matching.PatternSource	def	extractHoleName	extractHoleName(identifier: String): Option[String]
core	quasiquotes.matching.PatternSource	def	synthesize	synthesize(pattern: String): Either[PatternError, PatternSource]
core	quasiquotes.matching.PatternSource	def	synthesizeMapped	synthesizeMapped(pattern: String): Either[PatternError, MappedPatternSource]
core	quasiquotes.matching.PatternSource	def	synthesizeMappedLocated	synthesizeMappedLocated(pattern: String): Either[LocatedDiagnostic[PatternError], MappedPatternSource]
core	quasiquotes.matching.TermPattern	class	Apply	Apply(function: TermPattern, arguments: List[TermPattern]) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Hole	Hole(name: String) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Identifier	Identifier(name: String) extends TermPattern
core	quasiquotes.matching.TermPattern	class	If	If(condition: TermPattern, thenBranch: TermPattern, elseBranch: TermPattern) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Infix	Infix(left: TermPattern, operator: String, right: TermPattern) extends TermPattern
core	quasiquotes.matching.TermPattern	class	InterpolatedString	InterpolatedString(prefix: String, parts: List[String], arguments: List[TermPattern]) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Literal	Literal(value: String) extends TermPattern
core	quasiquotes.matching.TermPattern	class	New	New(constructor: String, arguments: List[TermPattern]) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Parenthesized	Parenthesized(expression: TermPattern) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Select	Select(qualifier: TermPattern, name: String) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Tuple	Tuple(elements: List[TermPattern]) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Typed	Typed(expression: TermPattern, typeName: String) extends TermPattern
core	quasiquotes.matching.TermPattern	class	Unary	Unary(operator: String, operand: TermPattern) extends TermPattern
core	quasiquotes.matching.TermPattern	def	render	render(pattern: TermPattern): String
core	quasiquotes.matching.TermPattern	def	render	render: String
core	quasiquotes.matching.TermPattern	given	derived$CanEqual	derived$CanEqual: CanEqual[TermPattern, TermPattern]
core	quasiquotes.parser	class	ParseDiagnostic	ParseDiagnostic(message: String, generatedSpan: Option[SourceSpan])
core	quasiquotes.parser	class	ParseError	ParseError(source: String, kind: ParseErrorKind, messages: List[String], diagnostics: List[ParseDiagnostic] = ...) extends RuntimeException
core	quasiquotes.parser	enum	ParseErrorKind	ParseErrorKind
core	quasiquotes.parser	object	DiagnosticLocationMapper	DiagnosticLocationMapper
core	quasiquotes.parser	object	ParseError	ParseError
core	quasiquotes.parser	object	Placeholder	Placeholder
core	quasiquotes.parser	object	TermShape	TermShape
core	quasiquotes.parser	object	TypeShape	TypeShape
core	quasiquotes.parser	trait	TermShape	TermShape
core	quasiquotes.parser	trait	TypeShape	TypeShape
core	quasiquotes.parser.DiagnosticLocationMapper	def	fromParseError	fromParseError(error: ParseError, sourceMap: GeneratedSourceMap): Option[DiagnosticLocation]
core	quasiquotes.parser.DiagnosticLocationMapper	def	wholeSource	wholeSource(sourceMap: GeneratedSourceMap, preferredSpan: Option[SourceSpan] = ...): Option[DiagnosticLocation]
core	quasiquotes.parser.ParseError	def	summary	summary: String
core	quasiquotes.parser.ParseError	def	syntax	syntax(source: String, messages: List[String]): ParseError
core	quasiquotes.parser.ParseError	def	trailing	trailing(source: String, offset: Int, trailingSnippet: String, tokenDescription: String): ParseError
core	quasiquotes.parser.ParseErrorKind	val	SyntaxError	SyntaxError extends ParseErrorKind
core	quasiquotes.parser.ParseErrorKind	val	TrailingInput	TrailingInput extends ParseErrorKind
core	quasiquotes.parser.Placeholder	def	isPlaceholder	isPlaceholder(name: String): Boolean
core	quasiquotes.parser.TermShape	class	Apply	Apply(function: TermShape, arguments: List[TermShape]) extends TermShape
core	quasiquotes.parser.TermShape	class	Identifier	Identifier(name: String, isPlaceholder: Boolean) extends TermShape
core	quasiquotes.parser.TermShape	class	If	If(condition: TermShape, thenBranch: TermShape, elseBranch: TermShape) extends TermShape
core	quasiquotes.parser.TermShape	class	Infix	Infix(left: TermShape, operator: String, right: TermShape) extends TermShape
core	quasiquotes.parser.TermShape	class	InterpolatedString	InterpolatedString(prefix: String, parts: List[String], arguments: List[TermShape]) extends TermShape
core	quasiquotes.parser.TermShape	class	Literal	Literal(value: String) extends TermShape
core	quasiquotes.parser.TermShape	class	New	New(constructor: String, arguments: List[TermShape]) extends TermShape
core	quasiquotes.parser.TermShape	class	Parenthesized	Parenthesized(expression: TermShape) extends TermShape
core	quasiquotes.parser.TermShape	class	Select	Select(qualifier: TermShape, name: String) extends TermShape
core	quasiquotes.parser.TermShape	class	Tuple	Tuple(elements: List[TermShape]) extends TermShape
core	quasiquotes.parser.TermShape	class	Typed	Typed(expression: TermShape, typeName: String) extends TermShape
core	quasiquotes.parser.TermShape	class	Unary	Unary(operator: String, operand: TermShape) extends TermShape
core	quasiquotes.parser.TermShape	class	Unsupported	Unsupported(nodeKind: String, detail: String) extends TermShape
core	quasiquotes.parser.TermShape	def	render	render(shape: TermShape): String
core	quasiquotes.parser.TermShape	def	render	render: String
core	quasiquotes.parser.TermShape	given	derived$CanEqual	derived$CanEqual: CanEqual[TermShape, TermShape]
core	quasiquotes.parser.TypeShape	class	Apply	Apply(constructor: TypeShape, arguments: List[TypeShape]) extends TypeShape
core	quasiquotes.parser.TypeShape	class	Function	Function(arguments: List[TypeShape], result: TypeShape) extends TypeShape
core	quasiquotes.parser.TypeShape	class	Identifier	Identifier(name: String) extends TypeShape
core	quasiquotes.parser.TypeShape	class	Parenthesized	Parenthesized(typeShape: TypeShape) extends TypeShape
core	quasiquotes.parser.TypeShape	class	Select	Select(qualifier: TypeShape, name: String) extends TypeShape
core	quasiquotes.parser.TypeShape	class	Tuple	Tuple(elements: List[TypeShape]) extends TypeShape
core	quasiquotes.parser.TypeShape	class	Unsupported	Unsupported(nodeKind: String, detail: String) extends TypeShape
core	quasiquotes.parser.TypeShape	def	render	render(shape: TypeShape): String
core	quasiquotes.parser.TypeShape	def	render	render: String
core	quasiquotes.parser.TypeShape	given	derived$CanEqual	derived$CanEqual: CanEqual[TypeShape, TypeShape]
core	quasiquotes.publicapi	class	CompletedTerm	CompletedTerm
core	quasiquotes.publicapi	class	CompletedType	CompletedType
core	quasiquotes.publicapi	class	DefinitionResultView	DefinitionResultView
core	quasiquotes.publicapi	class	FailureAnchor	FailureAnchor
core	quasiquotes.publicapi	class	PublicFailure	PublicFailure
core	quasiquotes.publicapi	class	SingleParameterMethodResultView	SingleParameterMethodResultView
core	quasiquotes.publicapi	class	TwoParameterMethodResultView	TwoParameterMethodResultView
core	quasiquotes.publicapi	object	CompletedTerm	CompletedTerm
core	quasiquotes.publicapi	object	CompletedType	CompletedType
core	quasiquotes.publicapi	object	DefinitionConstruction	DefinitionConstruction
core	quasiquotes.publicapi.CompletedTerm	def	definitionParameterReference	definitionParameterReference(name: String): Either[PublicFailure, CompletedTerm]
core	quasiquotes.publicapi.CompletedTerm	def	kindCode	kindCode: String
core	quasiquotes.publicapi.CompletedTerm	def	reference	reference(name: String): Either[PublicFailure, CompletedTerm]
core	quasiquotes.publicapi.CompletedTerm	def	source	source: String
core	quasiquotes.publicapi.CompletedTerm	given	derived$CanEqual	derived$CanEqual: CanEqual[CompletedTerm, CompletedTerm]
core	quasiquotes.publicapi.CompletedTerm	val	referenceName	referenceName: String
core	quasiquotes.publicapi.CompletedType	def	applied	applied(constructor: CompletedType, arguments: Vector[CompletedType]): Either[PublicFailure, CompletedType]
core	quasiquotes.publicapi.CompletedType	def	arguments	arguments: Vector[CompletedType]
core	quasiquotes.publicapi.CompletedType	def	constructor	constructor: Option[CompletedType]
core	quasiquotes.publicapi.CompletedType	def	kindCode	kindCode: String
core	quasiquotes.publicapi.CompletedType	def	name	name: Option[String]
core	quasiquotes.publicapi.CompletedType	def	named	named(name: String): Either[PublicFailure, CompletedType]
core	quasiquotes.publicapi.CompletedType	def	source	source: String
core	quasiquotes.publicapi.CompletedType	def	typeParameter	typeParameter(name: String): Either[PublicFailure, CompletedType]
core	quasiquotes.publicapi.CompletedType	given	derived$CanEqual	derived$CanEqual: CanEqual[CompletedType, CompletedType]
core	quasiquotes.publicapi.DefinitionConstruction	def	contextualMethod	contextualMethod(name: String, typeParameterName: String, contextualParameterName: String, contextualParameterType: CompletedType, resultType: CompletedType, body: CompletedTerm): Either[PublicFailure, DefinitionResultView]
core	quasiquotes.publicapi.DefinitionConstruction	def	singleParameterMethod	singleParameterMethod(name: String, parameterName: String, parameterType: CompletedType, resultType: CompletedType, body: CompletedTerm): Either[PublicFailure, SingleParameterMethodResultView]
core	quasiquotes.publicapi.DefinitionConstruction	def	twoParameterMethod	twoParameterMethod(name: String, firstParameterName: String, firstParameterType: CompletedType, secondParameterName: String, secondParameterType: CompletedType, resultType: CompletedType, body: CompletedTerm): Either[PublicFailure, TwoParameterMethodResultView]
core	quasiquotes.publicapi.DefinitionResultView	def	kindCode	kindCode: String
core	quasiquotes.publicapi.DefinitionResultView	val	body	body: CompletedTerm
core	quasiquotes.publicapi.DefinitionResultView	val	contextualParameterName	contextualParameterName: String
core	quasiquotes.publicapi.DefinitionResultView	val	contextualParameterType	contextualParameterType: CompletedType
core	quasiquotes.publicapi.DefinitionResultView	val	name	name: String
core	quasiquotes.publicapi.DefinitionResultView	val	resultType	resultType: CompletedType
core	quasiquotes.publicapi.DefinitionResultView	val	typeParameterName	typeParameterName: String
core	quasiquotes.publicapi.FailureAnchor	val	componentCode	componentCode: String
core	quasiquotes.publicapi.FailureAnchor	val	ordinal	ordinal: Option[Int]
core	quasiquotes.publicapi.PublicFailure	val	anchor	anchor: Option[FailureAnchor]
core	quasiquotes.publicapi.PublicFailure	val	code	code: String
core	quasiquotes.publicapi.PublicFailure	val	message	message: String
core	quasiquotes.publicapi.SingleParameterMethodResultView	def	kindCode	kindCode: String
core	quasiquotes.publicapi.SingleParameterMethodResultView	def	source	source: String
core	quasiquotes.publicapi.SingleParameterMethodResultView	val	body	body: CompletedTerm
core	quasiquotes.publicapi.SingleParameterMethodResultView	val	name	name: String
core	quasiquotes.publicapi.SingleParameterMethodResultView	val	parameterName	parameterName: String
core	quasiquotes.publicapi.SingleParameterMethodResultView	val	parameterType	parameterType: CompletedType
core	quasiquotes.publicapi.SingleParameterMethodResultView	val	resultType	resultType: CompletedType
core	quasiquotes.publicapi.TwoParameterMethodResultView	def	kindCode	kindCode: String
core	quasiquotes.publicapi.TwoParameterMethodResultView	def	source	source: String
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	body	body: CompletedTerm
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	firstParameterName	firstParameterName: String
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	firstParameterType	firstParameterType: CompletedType
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	name	name: String
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	resultType	resultType: CompletedType
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	secondParameterName	secondParameterName: String
core	quasiquotes.publicapi.TwoParameterMethodResultView	val	secondParameterType	secondParameterType: CompletedType
core	quasiquotes.source	class	DiagnosticLocation	DiagnosticLocation(sourceId: SourceId, span: SourceSpan, origins: Vector[SourceOrigin], precision: DiagnosticPrecision)
core	quasiquotes.source	class	GeneratedHoleIndex	GeneratedHoleIndex
core	quasiquotes.source	class	GeneratedSegment	GeneratedSegment(generatedSpan: SourceSpan, origin: SourceOrigin)
core	quasiquotes.source	class	GeneratedSourceMap	GeneratedSourceMap(generatedSource: String, generatedSourceId: SourceId, segments: Vector[GeneratedSegment])
core	quasiquotes.source	class	HoleOccurrence	HoleOccurrence(name: String, generatedName: String, originalSpan: SourceSpan, generatedSpan: SourceSpan, role: HoleRole)
core	quasiquotes.source	class	LocatedDiagnostic	LocatedDiagnostic[+E](diagnostic: E, location: Option[DiagnosticLocation])
core	quasiquotes.source	class	MappedHoleSource	MappedHoleSource(generatedSource: String, occurrences: Vector[HoleOccurrence], originMap: GeneratedSourceMap)
core	quasiquotes.source	class	MappedOrigin	MappedOrigin(generatedSpan: SourceSpan, origin: SourceOrigin)
core	quasiquotes.source	class	SourceId	SourceId(value: String)
core	quasiquotes.source	class	SourceSpan	SourceSpan(start: Int, end: Int)
core	quasiquotes.source	enum	DiagnosticPrecision	DiagnosticPrecision
core	quasiquotes.source	enum	HoleRole	HoleRole
core	quasiquotes.source	enum	InterpolationCategory	InterpolationCategory
core	quasiquotes.source	object	DiagnosticLocation	DiagnosticLocation
core	quasiquotes.source	object	GeneratedHoleIndex	GeneratedHoleIndex
core	quasiquotes.source	object	HoleSourceRewriter	HoleSourceRewriter
core	quasiquotes.source	object	SourceId	SourceId
core	quasiquotes.source	object	SourceOrigin	SourceOrigin
core	quasiquotes.source	trait	SourceOrigin	SourceOrigin
core	quasiquotes.source.DiagnosticLocation	def	direct	direct(sourceId: SourceId, span: SourceSpan, precision: DiagnosticPrecision): Option[DiagnosticLocation]
core	quasiquotes.source.DiagnosticLocation	def	fromGeneratedMap	fromGeneratedMap(sourceMap: GeneratedSourceMap, span: SourceSpan, precision: DiagnosticPrecision): Option[DiagnosticLocation]
core	quasiquotes.source.DiagnosticLocation	given	derived$CanEqual	derived$CanEqual: CanEqual[DiagnosticLocation, DiagnosticLocation]
core	quasiquotes.source.DiagnosticPrecision	val	ExactOccurrence	ExactOccurrence extends DiagnosticPrecision
core	quasiquotes.source.DiagnosticPrecision	val	WholeSource	WholeSource extends DiagnosticPrecision
core	quasiquotes.source.GeneratedHoleIndex	def	fromOccurrences	fromOccurrences(occurrences: Iterable[HoleOccurrence]): GeneratedHoleIndex
core	quasiquotes.source.GeneratedHoleIndex	def	generatedNameFor	generatedNameFor(semanticName: String): Option[String]
core	quasiquotes.source.GeneratedHoleIndex	def	semanticNameFor	semanticNameFor(generatedIdentifier: String): Option[String]
core	quasiquotes.source.GeneratedHoleIndex	given	derived$CanEqual	derived$CanEqual: CanEqual[GeneratedHoleIndex, GeneratedHoleIndex]
core	quasiquotes.source.GeneratedHoleIndex	val	empty	empty: GeneratedHoleIndex
core	quasiquotes.source.GeneratedSourceMap	def	generatedSpansFor	generatedSpansFor(predicate: SourceOrigin => Boolean): Vector[SourceSpan]
core	quasiquotes.source.GeneratedSourceMap	def	originAt	originAt(offset: Int): Option[SourceOrigin]
core	quasiquotes.source.GeneratedSourceMap	def	originsFor	originsFor(span: SourceSpan): Vector[MappedOrigin]
core	quasiquotes.source.HoleRole	val	DefinitionBodyTermTemplate	DefinitionBodyTermTemplate extends HoleRole
core	quasiquotes.source.HoleRole	val	DefinitionBodyTypeTemplate	DefinitionBodyTypeTemplate extends HoleRole
core	quasiquotes.source.HoleRole	val	DefinitionTypeTemplate	DefinitionTypeTemplate extends HoleRole
core	quasiquotes.source.HoleRole	val	TermPattern	TermPattern extends HoleRole
core	quasiquotes.source.HoleRole	val	TermTemplate	TermTemplate extends HoleRole
core	quasiquotes.source.HoleRole	val	TypePattern	TypePattern extends HoleRole
core	quasiquotes.source.HoleRole	val	TypeTemplate	TypeTemplate extends HoleRole
core	quasiquotes.source.HoleSourceRewriter	def	rewrite	rewrite(source: String, generatedPrefix: String, role: HoleRole, originalSourceId: SourceId, generatedSourceId: SourceId, allowUnicodeIdentifiers: Boolean = ...): MappedHoleSource
core	quasiquotes.source.InterpolationCategory	val	ConstructedTypeSplice	ConstructedTypeSplice extends InterpolationCategory
core	quasiquotes.source.InterpolationCategory	val	DefinitionBodyTermSplice	DefinitionBodyTermSplice extends InterpolationCategory
core	quasiquotes.source.InterpolationCategory	val	DefinitionBodyTypeSplice	DefinitionBodyTypeSplice extends InterpolationCategory
core	quasiquotes.source.InterpolationCategory	val	DefinitionTypeSplice	DefinitionTypeSplice extends InterpolationCategory
core	quasiquotes.source.InterpolationCategory	val	TermSplice	TermSplice extends InterpolationCategory
core	quasiquotes.source.MappedHoleSource	val	generatedHoleIndex	generatedHoleIndex: GeneratedHoleIndex
core	quasiquotes.source.SourceId	given	derived$CanEqual	derived$CanEqual: CanEqual[SourceId, SourceId]
core	quasiquotes.source.SourceId	val	DefinitionConstructionTemplate	DefinitionConstructionTemplate: SourceId
core	quasiquotes.source.SourceId	val	TermConstructionTemplate	TermConstructionTemplate: SourceId
core	quasiquotes.source.SourceId	val	TermPattern	TermPattern: SourceId
core	quasiquotes.source.SourceId	val	TypePattern	TypePattern: SourceId
core	quasiquotes.source.SourceId	val	TypeTemplate	TypeTemplate: SourceId
core	quasiquotes.source.SourceId	val	VirtualDefinitionTemplateParserInput	VirtualDefinitionTemplateParserInput: SourceId
core	quasiquotes.source.SourceId	val	VirtualExpressionParserInput	VirtualExpressionParserInput: SourceId
core	quasiquotes.source.SourceId	val	VirtualTermPatternParserInput	VirtualTermPatternParserInput: SourceId
core	quasiquotes.source.SourceId	val	VirtualTypePatternParserInput	VirtualTypePatternParserInput: SourceId
core	quasiquotes.source.SourceId	val	VirtualTypeTemplateParserInput	VirtualTypeTemplateParserInput: SourceId
core	quasiquotes.source.SourceOrigin	class	InterpolationArgument	InterpolationArgument(templateSourceId: SourceId, argumentIndex: Int, category: InterpolationCategory) extends SourceOrigin
core	quasiquotes.source.SourceOrigin	class	LiteralPart	LiteralPart(templateSourceId: SourceId, partIndex: Int, spanWithinPart: SourceSpan) extends SourceOrigin
core	quasiquotes.source.SourceOrigin	class	OriginalText	OriginalText(sourceId: SourceId, originalSpan: SourceSpan) extends SourceOrigin
core	quasiquotes.source.SourceOrigin	class	RewrittenHole	RewrittenHole(sourceId: SourceId, originalSpan: SourceSpan, holeName: String, role: HoleRole) extends SourceOrigin
core	quasiquotes.source.SourceOrigin	given	derived$CanEqual	derived$CanEqual: CanEqual[SourceOrigin, SourceOrigin]
core	quasiquotes.source.SourceSpan	def	contains	contains(offset: Int): Boolean
core	quasiquotes.source.SourceSpan	def	intersection	intersection(other: SourceSpan): Option[SourceSpan]
core	quasiquotes.source.SourceSpan	def	isEmpty	isEmpty: Boolean
core	quasiquotes.source.SourceSpan	def	length	length: Int
core	quasiquotes.source.SourceSpan	def	overlaps	overlaps(other: SourceSpan): Boolean
core	quasiquotes.types	class	ConstructedType	ConstructedType(normalForm: TypeNormalForm)
core	quasiquotes.types	class	TypeMatchResult	TypeMatchResult(bindings: Map[String, TypeNormalForm])
core	quasiquotes.types	class	TypeQuasiquoteError	TypeQuasiquoteError(message: String) extends RuntimeException
core	quasiquotes.types	object	ConstructedType	ConstructedType
core	quasiquotes.types	object	TypeMatchResult	TypeMatchResult
core	quasiquotes.types	object	TypeNormalForm	TypeNormalForm
core	quasiquotes.types	object	TypePattern	TypePattern
core	quasiquotes.types	object	TypeTemplate	TypeTemplate
core	quasiquotes.types	trait	TypeNormalForm	TypeNormalForm
core	quasiquotes.types	trait	TypePattern	TypePattern
core	quasiquotes.types	trait	TypeTemplate	TypeTemplate
core	quasiquotes.types.ConstructedType	def	renderSource	renderSource(normalForm: TypeNormalForm): String
core	quasiquotes.types.ConstructedType	def	source	source: String
core	quasiquotes.types.TypeMatchResult	def	binding	binding(name: String): Option[TypeNormalForm]
core	quasiquotes.types.TypeMatchResult	def	bindingsSummary	bindingsSummary: String
core	quasiquotes.types.TypeMatchResult	def	requiredBinding	requiredBinding(name: String): Either[TypeQuasiquoteError, TypeNormalForm]
core	quasiquotes.types.TypeNormalForm	class	STypeApply	STypeApply(constructor: TypeNormalForm, arguments: List[TypeNormalForm]) extends TypeNormalForm
core	quasiquotes.types.TypeNormalForm	class	STypeFunction	STypeFunction(arguments: List[TypeNormalForm], result: TypeNormalForm) extends TypeNormalForm
core	quasiquotes.types.TypeNormalForm	class	STypeIdent	STypeIdent(name: String) extends TypeNormalForm
core	quasiquotes.types.TypeNormalForm	class	STypeTuple	STypeTuple(elements: List[TypeNormalForm]) extends TypeNormalForm
core	quasiquotes.types.TypeNormalForm	def	fromShape	fromShape(shape: TypeShape): Either[TypeQuasiquoteError, TypeNormalForm]
core	quasiquotes.types.TypeNormalForm	def	render	render(normalForm: TypeNormalForm): String
core	quasiquotes.types.TypeNormalForm	def	render	render: String
core	quasiquotes.types.TypeNormalForm	given	derived$CanEqual	derived$CanEqual: CanEqual[TypeNormalForm, TypeNormalForm]
core	quasiquotes.types.TypePattern	class	TPApply	TPApply(constructor: TypePattern, arguments: List[TypePattern]) extends TypePattern
core	quasiquotes.types.TypePattern	class	TPFunction	TPFunction(arguments: List[TypePattern], result: TypePattern) extends TypePattern
core	quasiquotes.types.TypePattern	class	TPHole	TPHole(name: String) extends TypePattern
core	quasiquotes.types.TypePattern	class	TPIdent	TPIdent(name: String) extends TypePattern
core	quasiquotes.types.TypePattern	class	TPTuple	TPTuple(elements: List[TypePattern]) extends TypePattern
core	quasiquotes.types.TypePattern	def	containsHole	containsHole(pattern: TypePattern): Boolean
core	quasiquotes.types.TypePattern	def	containsHole	containsHole: Boolean
